attendance_rate_14d,attendance_rate_30d,absence_streak,late_ratio_14d,gpa_overall,avg_grade_last5,grade_trend,exam_fail_rate,homework_completion_rate,overdue_rate,missed_homework_streak,has_overdue_payment,max_debt_days,overdue_payment_count,dropped_out
0.727054,0.692134,0.200000,0.089647,0.468724,0.536061,0.576923,0.125079,0.688765,0.061163,0.000000,0.000000,0.000000,0.000000,0.000000
0.831143,0.774699,0.200000,0.321362,0.530892,0.596305,0.595700,0.380904,0.610785,0.056559,0.100000,1.000000,0.019235,0.200000,0.000000
0.891131,0.874084,0.000000,0.081678,0.823584,0.741797,0.420959,0.109604,0.961241,0.004215,0.000000,0.000000,0.000000,0.000000,0.000000
0.889162,0.865416,0.000000,0.120362,0.628537,0.700232,0.708601,0.012185,0.929410,0.003157,0.000000,0.000000,0.000000,0.000000,0.000000
0.595362,0.559170,0.100000,0.152596,0.480147,0.369893,0.562709,0.432720,0.829938,0.110411,0.200000,0.000000,0.000000,0.000000,0.000000
0.224515,0.225540,0.400000,0.229570,0.619012,0.576758,0.407675,0.383547,0.471529,0.400945,0.000000,1.000000,0.554371,0.200000,1.000000
0.477168,0.409486,0.200000,0.419335,0.413420,0.283049,0.129603,0.481978,0.433973,0.243004,0.300000,1.000000,0.117817,0.400000,1.000000
0.613263,0.604811,0.000000,0.093377,0.255903,0.243387,0.379591,0.411354,0.546086,0.295660,0.300000,0.000000,0.000000,0.000000,0.000000
0.618955,0.598564,0.000000,0.180329,0.734251,0.768098,0.536878,0.002903,0.942166,0.113428,0.000000,0.000000,0.000000,0.000000,0.000000
0.770346,0.809643,0.200000,0.478666,0.674556,0.668580,0.432772,0.139636,0.777563,0.192942,0.000000,0.000000,0.000000,0.000000,0.000000
0.432532,0.482930,0.100000,0.186089,0.402144,0.527631,0.158774,0.452448,0.374255,0.310091,0.100000,0.000000,0.000000,0.000000,0.000000
0.604528,0.565479,0.200000,0.412172,0.263835,0.280100,0.451104,0.387105,0.496728,0.709962,0.100000,0.000000,0.000000,0.000000,0.000000
0.764562,0.747782,0.000000,0.118846,0.711500,0.704719,0.388830,0.496112,0.661647,0.079021,0.100000,0.000000,0.000000,0.000000,0.000000
0.121919,0.188701,0.300000,0.370360,0.084230,0.061624,0.089352,0.771397,0.056255,0.651371,0.600000,1.000000,0.003931,0.800000,0.000000
0.541819,0.438970,0.200000,0.421994,0.480522,0.430701,0.415616,0.436911,0.398182,0.348913,0.000000,1.000000,0.010485,0.400000,1.000000
0.414837,0.378504,0.200000,0.427888,0.430416,0.382494,0.433925,0.452318,0.761390,0.332597,0.000000,0.000000,0.000000,0.000000,0.000000
0.535576,0.611618,0.500000,0.601361,0.588072,0.497970,0.433538,0.658586,0.329802,0.449539,0.500000,0.000000,0.000000,0.000000,1.000000
0.435853,0.367379,0.000000,0.104469,0.902223,0.992373,0.652104,0.253254,0.839073,0.172029,0.200000,1.000000,0.011958,0.400000,0.000000
0.798758,0.777156,0.000000,0.257721,0.738020,0.797469,0.456818,0.065006,0.928030,0.015349,0.000000,0.000000,0.000000,0.000000,0.000000
0.574078,0.647880,0.400000,0.430238,0.483487,0.321350,0.223222,0.913837,0.276562,0.370908,0.200000,1.000000,0.109785,0.600000,1.000000
0.789475,0.777066,0.000000,0.017311,0.792390,0.846201,0.530197,0.178383,0.936532,0.064301,0.000000,0.000000,0.000000,0.000000,0.000000
0.224689,0.274457,0.600000,0.633266,0.145423,0.029151,0.099265,0.724064,0.049093,0.591295,1.000000,1.000000,0.579579,1.000000,1.000000
0.591390,0.573610,0.100000,0.259973,0.629575,0.561127,0.368618,0.154661,0.689686,0.228494,0.000000,0.000000,0.000000,0.000000,0.000000
0.966302,0.932878,0.200000,0.067657,0.931498,0.960001,0.373801,0.005445,0.675845,0.060099,0.000000,0.000000,0.000000,0.000000,0.000000
0.836348,0.835531,0.000000,0.136122,0.903722,0.942086,0.560433,0.130968,0.830940,0.230242,0.000000,0.000000,0.000000,0.000000,0.000000
0.094190,0.143839,0.800000,0.761928,0.072646,0.031435,0.217095,0.839328,0.165933,0.736894,0.700000,1.000000,0.092930,0.600000,1.000000
0.517539,0.440750,0.100000,0.190420,0.328216,0.212853,0.708968,0.755946,0.295704,0.377015,0.400000,1.000000,0.036091,0.400000,0.000000
0.896962,0.839669,0.000000,0.034096,0.835362,0.812263,0.635721,0.009501,0.872721,0.137223,0.000000,0.000000,0.000000,0.000000,0.000000
0.364782,0.248507,0.400000,0.184915,0.544491,0.474572,0.421209,0.618651,0.262329,0.110133,0.100000,0.000000,0.000000,0.000000,0.000000
0.147199,0.204531,0.900000,0.882088,0.159654,0.137815,0.212783,0.818197,0.043284,0.924434,0.600000,1.000000,0.796360,0.600000,1.000000
0.923193,0.949890,0.000000,0.268293,0.756256,0.801420,0.524126,0.346355,0.912399,0.127138,0.000000,0.000000,0.000000,0.000000,0.000000
0.344228,0.307381,0.200000,0.343039,0.573708,0.480498,0.299994,0.328631,0.479943,0.239055,0.300000,1.000000,0.122714,0.400000,0.000000
0.535688,0.435547,0.000000,0.294489,0.370750,0.197857,0.739290,0.357750,0.602896,0.489473,0.200000,0.000000,0.000000,0.000000,0.000000
0.517424,0.446400,0.100000,0.548620,0.438605,0.407487,0.747784,0.472019,0.608481,0.413211,0.300000,0.000000,0.000000,0.000000,1.000000
0.833422,0.799762,0.000000,0.101176,0.900958,0.940260,0.590735,0.088499,0.877182,0.118024,0.000000,0.000000,0.000000,0.000000,0.000000
0.463059,0.522775,0.600000,0.125777,0.626940,0.483611,0.366534,0.470943,0.550492,0.578040,0.400000,1.000000,0.242041,0.400000,1.000000
0.276673,0.234684,0.200000,0.479265,0.352417,0.411213,0.367436,0.512935,0.415663,0.312069,0.000000,0.000000,0.000000,0.000000,1.000000
0.887487,0.881328,0.000000,0.163231,0.868296,0.871210,0.544890,0.057923,0.882642,0.253123,0.000000,0.000000,0.000000,0.000000,0.000000
0.870396,0.870639,0.000000,0.041444,0.982471,1.000000,0.747049,0.027536,0.953052,0.069419,0.000000,0.000000,0.000000,0.000000,0.000000
0.807687,0.806616,0.000000,0.273256,0.531606,0.623723,0.566889,0.385801,0.478766,0.146157,0.100000,0.000000,0.000000,0.000000,0.000000
0.977334,0.944894,0.000000,0.041668,0.680415,0.752297,0.488389,0.079506,0.731799,0.159104,0.000000,0.000000,0.000000,0.000000,0.000000
0.745030,0.701140,0.200000,0.239641,0.884048,0.933069,0.507401,0.428925,0.673578,0.066003,0.100000,0.000000,0.000000,0.000000,0.000000
0.930445,0.920482,0.000000,0.231277,0.741193,0.737986,0.560849,0.032467,0.643786,0.033125,0.000000,0.000000,0.000000,0.000000,0.000000
0.675706,0.728154,0.000000,0.104784,0.753228,0.596828,0.596292,0.115508,0.672175,0.237850,0.000000,0.000000,0.000000,0.000000,0.000000
0.898357,0.855252,0.000000,0.017954,0.345520,0.460423,0.365100,0.005020,0.746881,0.017047,0.000000,0.000000,0.000000,0.000000,0.000000
0.922318,0.941157,0.000000,0.215373,0.543384,0.599567,0.380408,0.008393,0.884722,0.074880,0.000000,0.000000,0.000000,0.000000,0.000000
0.399143,0.357210,0.200000,0.132453,0.445181,0.396036,0.280539,0.347744,0.466344,0.449168,0.300000,1.000000,0.199955,0.600000,1.000000
0.357252,0.455434,0.300000,0.279465,0.625581,0.568475,0.394117,0.709764,0.367461,0.789934,0.300000,1.000000,0.829976,0.400000,1.000000
0.524375,0.467542,0.000000,0.055180,0.591387,0.631403,0.474920,0.004606,0.775014,0.003109,0.000000,0.000000,0.000000,0.000000,0.000000
0.912624,0.944641,0.000000,0.201482,0.881525,0.955337,0.465434,0.070992,0.925125,0.031155,0.000000,0.000000,0.000000,0.000000,0.000000
0.927868,0.966293,0.100000,0.052145,0.845536,0.870415,0.580992,0.023427,0.982309,0.031511,0.000000,0.000000,0.000000,0.000000,0.000000
0.169835,0.225618,1.000000,0.537535,0.096215,0.002762,0.310653,0.922550,0.084269,0.555072,0.700000,0.000000,0.000000,0.000000,1.000000
0.209954,0.160142,0.000000,0.630505,0.282525,0.225153,0.287756,0.380370,0.300235,0.315638,0.000000,0.000000,0.000000,0.000000,0.000000
0.690711,0.704136,0.100000,0.276561,0.688116,0.684142,0.471925,0.395492,0.515723,0.229229,0.200000,0.000000,0.000000,0.000000,0.000000
0.786586,0.801021,0.000000,0.077838,0.871237,0.929225,0.462416,0.031242,0.897584,0.084929,0.000000,0.000000,0.000000,0.000000,0.000000
0.765326,0.768420,0.000000,0.021362,0.970647,1.000000,0.599204,0.015162,0.938444,0.053994,0.000000,0.000000,0.000000,0.000000,0.000000
0.282832,0.308114,0.600000,0.586139,0.448309,0.357264,0.301418,0.759327,0.298743,0.520682,0.400000,1.000000,0.156607,0.400000,1.000000
0.644542,0.581257,0.000000,0.131930,0.676010,0.648699,0.727390,0.425290,0.701896,0.283454,0.100000,0.000000,0.000000,0.000000,0.000000
0.866382,0.893166,0.000000,0.072007,0.668695,0.628509,0.739451,0.013700,0.616419,0.033042,0.000000,0.000000,0.000000,0.000000,0.000000
0.858158,0.880231,0.000000,0.087141,0.700784,0.732495,0.584448,0.102114,0.942843,0.151621,0.000000,0.000000,0.000000,0.000000,0.000000
0.818842,0.863721,0.000000,0.151605,0.823813,0.838893,0.502942,0.234334,0.952806,0.090880,0.000000,0.000000,0.000000,0.000000,0.000000
0.992777,0.957006,0.000000,0.216139,0.950111,0.991671,0.498633,0.120592,0.834890,0.083667,0.000000,0.000000,0.000000,0.000000,0.000000
0.820801,0.851369,0.000000,0.138352,0.947958,1.000000,0.497844,0.081816,0.893001,0.127258,0.000000,0.000000,0.000000,0.000000,0.000000
0.234368,0.286266,0.100000,0.111452,0.542954,0.391208,0.142004,0.534880,0.223002,0.531395,0.200000,0.000000,0.000000,0.000000,1.000000
0.424914,0.322026,0.000000,0.417825,0.631369,0.642451,0.179945,0.182287,0.660366,0.040862,0.200000,0.000000,0.000000,0.000000,0.000000
0.323626,0.413331,0.400000,0.480358,0.609625,0.496634,0.325681,0.268754,0.206495,0.365027,0.300000,1.000000,0.203936,0.400000,1.000000
0.992252,1.000000,0.200000,0.247667,0.665597,0.671332,0.632915,0.089772,0.911577,0.126901,0.000000,0.000000,0.000000,0.000000,0.000000
0.739731,0.736100,0.000000,0.234101,0.737211,0.737559,0.525172,0.094209,0.664585,0.099923,0.100000,0.000000,0.000000,0.000000,0.000000
0.662417,0.624427,0.400000,0.299403,0.464758,0.434048,0.467161,0.162088,0.701569,0.427717,0.300000,1.000000,0.208679,0.400000,1.000000
0.442220,0.342051,0.400000,0.488838,0.430144,0.266589,0.341559,0.667535,0.414615,0.505934,0.300000,1.000000,0.008655,0.200000,1.000000
0.876748,0.840777,0.000000,0.057627,0.566296,0.665980,0.468140,0.003687,0.787580,0.005031,0.000000,0.000000,0.000000,0.000000,0.000000
0.342820,0.355647,0.500000,0.622914,0.597500,0.420291,0.331108,0.386617,0.237349,0.716611,0.500000,0.000000,0.000000,0.000000,1.000000
0.181110,0.275223,0.300000,0.671604,0.705827,0.521239,0.191500,0.570352,0.218259,0.621292,0.500000,1.000000,0.026558,0.200000,0.000000
0.543423,0.549416,0.000000,0.028949,0.967993,0.983013,0.485260,0.048297,0.813138,0.035551,0.000000,0.000000,0.000000,0.000000,0.000000
0.765561,0.764219,0.000000,0.165447,0.903546,0.868937,0.583052,0.173181,0.939464,0.043058,0.000000,0.000000,0.000000,0.000000,0.000000
0.528504,0.500504,0.400000,0.339324,0.307457,0.407328,0.300924,0.374680,0.338720,0.164604,0.400000,0.000000,0.000000,0.000000,1.000000
0.667970,0.584965,0.100000,0.294311,0.236502,0.096086,0.281137,0.230204,0.482860,0.318755,0.200000,1.000000,0.100845,0.400000,1.000000
0.275346,0.336730,0.500000,0.294323,0.531012,0.426754,0.275831,0.618359,0.147527,0.549009,0.400000,1.000000,0.087510,0.400000,1.000000
0.385559,0.302424,0.200000,0.261912,0.572665,0.508525,0.445567,0.243879,0.474048,0.308523,0.000000,1.000000,0.107310,0.400000,1.000000
0.230783,0.350928,0.600000,0.574995,0.159891,0.088051,0.297153,0.867161,0.218810,0.518894,0.900000,0.000000,0.000000,0.000000,1.000000
0.113865,0.253628,0.300000,0.678207,0.081161,0.000000,0.000000,0.704568,0.193773,0.696878,0.900000,1.000000,0.061582,0.600000,1.000000
0.963345,0.947895,0.000000,0.007053,0.630800,0.647286,0.589155,0.230322,0.826956,0.101976,0.000000,0.000000,0.000000,0.000000,0.000000
0.862128,0.873589,0.000000,0.022561,0.843564,0.799407,0.399958,0.034830,0.890050,0.082175,0.000000,0.000000,0.000000,0.000000,0.000000
0.903509,0.931411,0.000000,0.145071,0.631308,0.636700,0.502374,0.025028,0.670838,0.012745,0.000000,0.000000,0.000000,0.000000,0.000000
0.072653,0.066734,0.900000,0.809842,0.063938,0.000000,0.294492,0.686599,0.082562,0.681726,0.800000,1.000000,0.107915,1.000000,1.000000
0.857558,0.852675,0.000000,0.110142,0.912877,0.882270,0.461854,0.133616,0.975146,0.008070,0.000000,0.000000,0.000000,0.000000,0.000000
0.846400,0.858413,0.100000,0.143420,0.834922,0.845024,0.523428,0.120062,0.891176,0.264283,0.200000,0.000000,0.000000,0.000000,0.000000
0.835530,0.787470,0.000000,0.134275,0.333254,0.321507,0.296634,0.004871,0.908981,0.069202,0.000000,0.000000,0.000000,0.000000,0.000000
0.801546,0.802117,0.000000,0.078974,0.888398,0.866789,0.475600,0.107127,0.926192,0.073969,0.000000,0.000000,0.000000,0.000000,0.000000
0.922762,0.911693,0.200000,0.054485,0.865687,0.947438,0.393901,0.034427,0.842500,0.008983,0.000000,0.000000,0.000000,0.000000,0.000000
0.942955,0.938446,0.000000,0.302697,0.828285,0.846577,0.547979,0.055637,0.673194,0.032050,0.000000,0.000000,0.000000,0.000000,0.000000
0.422518,0.353283,0.400000,0.279503,0.250636,0.294797,0.388104,0.334316,0.578313,0.093479,0.000000,0.000000,0.000000,0.000000,0.000000
0.523343,0.433334,0.300000,0.527499,0.268305,0.067104,0.312652,0.484484,0.252117,0.356191,0.100000,0.000000,0.000000,0.000000,0.000000
0.889991,0.953907,0.000000,0.201708,0.289008,0.311233,0.540352,0.035948,0.831652,0.137876,0.000000,0.000000,0.000000,0.000000,0.000000
0.778207,0.777467,0.000000,0.182902,0.775566,0.607288,0.447922,0.094504,0.272850,0.215318,0.200000,0.000000,0.000000,0.000000,0.000000
0.897093,0.849007,0.000000,0.073614,0.857436,0.861593,0.795485,0.225645,0.830956,0.077917,0.000000,0.000000,0.000000,0.000000,0.000000
0.617193,0.604920,0.000000,0.216173,0.509550,0.492462,0.413083,0.198309,0.904979,0.156594,0.100000,0.000000,0.000000,0.000000,0.000000
0.538364,0.487593,0.000000,0.098678,0.960754,0.973549,0.482014,0.046514,0.521881,0.004951,0.000000,0.000000,0.000000,0.000000,0.000000
0.869478,0.855240,0.000000,0.053843,0.852415,0.922195,0.611619,0.125770,0.698146,0.087178,0.000000,0.000000,0.000000,0.000000,0.000000
0.672314,0.678045,0.000000,0.281503,0.592729,0.567030,0.352705,0.220537,0.880644,0.088004,0.000000,0.000000,0.000000,0.000000,0.000000
0.103458,0.171037,0.200000,0.592522,0.258843,0.148791,0.021205,0.587078,0.448206,0.693140,0.400000,0.000000,0.000000,0.000000,1.000000
0.229156,0.121127,0.000000,0.159206,0.504027,0.542576,0.315075,0.339819,0.548574,0.528858,0.300000,1.000000,0.001547,0.400000,0.000000
0.461405,0.360408,0.300000,0.467951,0.314507,0.412258,0.155257,0.269412,0.216074,0.396283,0.100000,1.000000,0.024598,0.400000,0.000000
0.233489,0.351949,0.200000,0.608718,0.427408,0.295820,0.150774,0.389546,0.461424,0.344673,0.600000,0.000000,0.000000,0.000000,0.000000
0.679413,0.731525,0.000000,0.422726,0.301329,0.272040,0.641977,0.584272,0.282360,0.652420,0.200000,1.000000,0.330324,0.400000,0.000000
0.208195,0.354625,0.500000,0.448176,0.411985,0.320847,0.334422,0.192590,0.482145,0.423745,0.500000,0.000000,0.000000,0.000000,1.000000
0.053063,0.068627,1.000000,0.649819,0.198573,0.062438,0.239046,0.783317,0.156528,0.700753,0.400000,1.000000,0.321778,0.600000,1.000000
0.502396,0.487475,0.000000,0.282689,0.568550,0.609691,0.482386,0.587751,0.651336,0.288874,0.400000,0.000000,0.000000,0.000000,0.000000
0.457817,0.572013,0.300000,0.804428,0.295796,0.221695,0.467747,0.610650,0.531000,0.444983,0.500000,0.000000,0.000000,0.000000,0.000000
0.499884,0.598785,0.200000,0.561199,0.451997,0.262256,0.236502,0.385975,0.350123,0.614371,0.200000,0.000000,0.000000,0.000000,0.000000
0.311719,0.391693,0.200000,0.537279,0.394204,0.237592,0.187971,0.279147,0.432412,0.749096,0.200000,1.000000,0.418649,0.600000,0.000000
0.168221,0.212222,0.700000,0.525215,0.034970,0.000000,0.190991,0.877587,0.139415,0.912584,0.900000,1.000000,0.616101,0.600000,1.000000
0.484812,0.480656,0.300000,0.383126,0.377672,0.378980,0.192179,0.600342,0.484026,0.309294,0.100000,0.000000,0.000000,0.000000,1.000000
0.277998,0.221811,0.200000,0.199581,0.410206,0.436883,0.473705,0.285912,0.234174,0.107031,0.200000,0.000000,0.000000,0.000000,0.000000
0.495949,0.590695,0.200000,0.373113,0.399383,0.224758,0.443028,0.496431,0.379661,0.355166,0.200000,1.000000,0.105653,0.600000,1.000000
0.874601,0.843345,0.000000,0.375296,0.866500,0.841849,0.664122,0.019086,0.846272,0.125177,0.000000,0.000000,0.000000,0.000000,0.000000
0.620263,0.455282,0.200000,0.230730,0.484914,0.510882,0.383384,0.413598,0.179206,0.305291,0.000000,1.000000,0.081592,0.400000,0.000000
0.867421,0.881313,0.000000,0.047536,0.930466,0.985844,0.634203,0.054188,0.682759,0.320778,0.000000,0.000000,0.000000,0.000000,0.000000
0.937956,0.951238,0.000000,0.229682,0.724459,0.670983,0.435338,0.022176,0.837396,0.165505,0.100000,1.000000,0.154965,0.200000,0.000000
0.865016,0.827891,0.100000,0.257398,0.684729,0.650596,0.706664,0.130571,0.979607,0.144011,0.000000,0.000000,0.000000,0.000000,0.000000
0.253705,0.171879,0.200000,0.360566,0.518402,0.540453,0.380155,0.546224,0.738206,0.388735,0.100000,1.000000,0.052573,0.200000,0.000000
0.840610,0.821963,0.200000,0.017364,0.801877,0.792741,0.499852,0.046026,0.893826,0.346412,0.000000,0.000000,0.000000,0.000000,0.000000
0.969214,0.945191,0.000000,0.128627,0.886842,0.885671,0.517051,0.144503,0.897836,0.096584,0.000000,0.000000,0.000000,0.000000,0.000000
0.631982,0.571960,0.000000,0.305092,0.728451,0.624741,0.446169,0.170759,0.816346,0.159897,0.100000,0.000000,0.000000,0.000000,0.000000
0.268432,0.386471,0.100000,0.602066,0.699505,0.629789,0.226773,0.812531,0.428718,0.787378,0.200000,1.000000,0.059023,0.600000,0.000000
0.895056,0.890141,0.100000,0.258370,0.690249,0.740921,0.554031,0.280086,0.633743,0.250052,0.100000,0.000000,0.000000,0.000000,0.000000
0.852136,0.852662,0.000000,0.083576,0.728660,0.763480,0.501132,0.128815,0.909915,0.034299,0.000000,0.000000,0.000000,0.000000,0.000000
0.240341,0.331771,0.600000,0.383722,0.720593,0.571877,0.335414,0.145123,0.604535,0.455373,0.500000,0.000000,0.000000,0.000000,0.000000
0.864725,0.883390,0.000000,0.098132,0.695167,0.758617,0.550857,0.133447,0.983348,0.102868,0.000000,0.000000,0.000000,0.000000,0.000000
0.900298,0.888391,0.000000,0.122783,0.736175,0.718003,0.412085,0.013704,0.946405,0.066613,0.000000,0.000000,0.000000,0.000000,0.000000
0.862761,0.843832,0.200000,0.006060,0.968768,1.000000,0.653018,0.120398,0.481515,0.064022,0.000000,0.000000,0.000000,0.000000,0.000000
0.969053,0.969247,0.000000,0.073060,0.804607,0.847884,0.522585,0.029894,0.634719,0.036869,0.000000,0.000000,0.000000,0.000000,0.000000
0.873768,0.818987,0.000000,0.037975,0.912319,0.824552,0.588044,0.018668,0.904145,0.072406,0.000000,0.000000,0.000000,0.000000,0.000000
0.700073,0.672165,0.000000,0.152000,0.619325,0.502008,0.705736,0.373061,0.898166,0.514797,0.100000,0.000000,0.000000,0.000000,0.000000
0.335450,0.433794,0.500000,0.522929,0.474976,0.356654,0.276532,0.374645,0.504024,0.307263,0.300000,1.000000,0.180056,0.400000,1.000000
0.905413,0.913666,0.100000,0.057407,0.717953,0.737678,0.558063,0.093608,0.809315,0.021056,0.000000,0.000000,0.000000,0.000000,0.000000
0.353053,0.267367,0.400000,0.441005,0.183927,0.283687,0.237813,0.411964,0.557385,0.548633,0.400000,1.000000,0.087119,0.400000,0.000000
0.518934,0.615993,0.400000,0.389264,0.507870,0.331286,0.388007,0.832850,0.500150,0.451792,0.300000,1.000000,0.112386,0.400000,1.000000
0.653818,0.580717,0.200000,0.459142,0.517160,0.467049,0.434260,0.478635,0.614471,0.352508,0.000000,1.000000,0.094250,0.600000,0.000000
0.740539,0.757171,0.000000,0.092805,0.769046,0.687656,0.545097,0.252670,0.993001,0.179856,0.000000,1.000000,0.035005,0.200000,0.000000
0.598156,0.593411,0.000000,0.475845,0.585858,0.543753,0.487386,0.298792,0.649402,0.527786,0.200000,0.000000,0.000000,0.000000,0.000000
0.802766,0.683283,0.200000,0.365024,0.902367,0.907642,0.586359,0.133095,0.617913,0.258315,0.000000,0.000000,0.000000,0.000000,0.000000
0.669760,0.710621,0.200000,0.377863,0.502001,0.589753,0.640045,0.377536,0.288040,0.227913,0.100000,0.000000,0.000000,0.000000,0.000000
0.520820,0.392323,0.100000,0.183774,0.318243,0.257080,0.256313,0.455771,0.391893,0.220191,0.300000,1.000000,0.032680,0.400000,1.000000
0.407966,0.296288,0.100000,0.418530,0.170867,0.109976,0.477348,0.525206,0.193944,0.237352,0.300000,1.000000,0.021370,0.200000,0.000000
0.232606,0.216941,0.200000,0.628594,0.542292,0.423736,0.194969,0.640414,0.481126,0.453728,0.600000,1.000000,0.069648,0.400000,1.000000
0.850778,0.899355,0.200000,0.092532,0.813693,0.831725,0.563174,0.047748,0.738491,0.012355,0.000000,0.000000,0.000000,0.000000,0.000000
0.638479,0.676227,0.200000,0.293091,0.694650,0.689194,0.466468,0.252995,0.476507,0.104890,0.100000,0.000000,0.000000,0.000000,0.000000
0.861126,0.882165,0.000000,0.112295,0.426398,0.538821,0.720438,0.094348,0.938847,0.210942,0.000000,0.000000,0.000000,0.000000,0.000000
0.353800,0.311433,0.200000,0.193643,0.472223,0.353863,0.355500,0.265766,0.525732,0.486148,0.400000,0.000000,0.000000,0.000000,0.000000
0.774186,0.696154,0.000000,0.472337,0.691829,0.699844,0.616856,0.160055,0.781844,0.295629,0.100000,0.000000,0.000000,0.000000,0.000000
0.877864,0.916752,0.000000,0.124792,0.908403,0.899383,0.562993,0.037720,0.909941,0.012364,0.000000,0.000000,0.000000,0.000000,0.000000
0.656078,0.594210,0.000000,0.079826,0.654860,0.637424,0.492392,0.102376,0.823910,0.148168,0.100000,0.000000,0.000000,0.000000,0.000000
0.588010,0.554775,0.000000,0.055442,0.756205,0.752205,0.306325,0.151779,0.849800,0.204244,0.100000,0.000000,0.000000,0.000000,0.000000
0.472047,0.534398,0.000000,0.133658,0.849885,0.820087,0.352435,0.061823,0.960620,0.037981,0.200000,1.000000,0.035570,0.400000,0.000000
0.804176,0.741585,0.000000,0.048619,0.667067,0.768633,0.521365,0.101025,0.953629,0.044939,0.000000,0.000000,0.000000,0.000000,0.000000
0.454557,0.499280,0.100000,0.588842,0.383057,0.298453,0.305722,0.449950,0.337140,0.466825,0.400000,0.000000,0.000000,0.000000,1.000000
0.930394,0.937209,0.000000,0.094568,0.873343,0.786934,0.448188,0.086744,0.753238,0.041263,0.000000,0.000000,0.000000,0.000000,0.000000
0.788809,0.790088,0.000000,0.110936,0.962695,1.000000,0.545500,0.002489,0.879067,0.029410,0.000000,0.000000,0.000000,0.000000,0.000000
0.425868,0.344033,0.400000,0.133365,0.221792,0.126529,0.259301,0.252764,0.334427,0.703952,0.300000,1.000000,0.004676,0.400000,1.000000
0.857359,0.836886,0.000000,0.007230,0.907565,1.000000,0.573048,0.096551,0.700174,0.137293,0.000000,0.000000,0.000000,0.000000,0.000000
0.218232,0.204703,0.400000,0.384015,0.520424,0.485595,0.483524,0.217358,0.251062,0.387747,0.300000,1.000000,0.142363,0.600000,1.000000
0.994766,0.970378,0.000000,0.038141,0.953613,0.970924,0.726793,0.071850,0.499358,0.093219,0.000000,0.000000,0.000000,0.000000,0.000000
0.675169,0.642478,0.100000,0.009521,0.818950,0.706837,0.471062,0.107764,0.820287,0.430930,0.100000,0.000000,0.000000,0.000000,0.000000
0.929619,0.856905,0.000000,0.194935,0.858863,0.890618,0.569571,0.099203,0.918550,0.104186,0.000000,0.000000,0.000000,0.000000,0.000000
0.129138,0.195385,0.800000,0.664303,0.347353,0.246863,0.223975,0.966322,0.089049,0.994293,1.000000,1.000000,0.498980,0.400000,0.000000
0.771170,0.740819,0.000000,0.309065,0.397608,0.453366,0.546453,0.285966,0.893209,0.260148,0.000000,0.000000,0.000000,0.000000,0.000000
0.480254,0.499658,0.400000,0.578502,0.543535,0.536174,0.317606,0.331037,0.465383,0.285954,0.000000,0.000000,0.000000,0.000000,0.000000
0.704983,0.695542,0.200000,0.131820,0.911711,0.910989,0.657411,0.051056,0.866315,0.078490,0.000000,0.000000,0.000000,0.000000,0.000000
0.950010,0.950197,0.100000,0.065778,0.770654,0.632060,0.315733,0.099435,0.727918,0.194647,0.100000,0.000000,0.000000,0.000000,0.000000
0.717958,0.705347,0.000000,0.158408,0.631416,0.573808,0.531388,0.109061,0.911892,0.039246,0.000000,0.000000,0.000000,0.000000,0.000000
0.829801,0.799449,0.000000,0.258733,0.687452,0.762644,0.573176,0.076520,0.676366,0.037211,0.000000,0.000000,0.000000,0.000000,0.000000
0.073751,0.094853,0.300000,0.317865,0.074082,0.012908,0.375530,0.668584,0.064539,0.719565,0.600000,1.000000,0.447852,0.600000,1.000000
0.849230,0.837642,0.000000,0.148438,0.732656,0.708734,0.555667,0.112669,0.757973,0.175615,0.000000,0.000000,0.000000,0.000000,0.000000
0.515796,0.519896,0.200000,0.043617,0.859799,0.792982,0.428709,0.383832,0.656234,0.181558,0.200000,0.000000,0.000000,0.000000,0.000000
0.970841,0.977568,0.000000,0.043411,0.426596,0.441634,0.573805,0.008304,0.669496,0.044991,0.000000,0.000000,0.000000,0.000000,0.000000
0.963432,0.988150,0.000000,0.183939,0.754186,0.759427,0.752339,0.040178,0.935111,0.097832,0.000000,0.000000,0.000000,0.000000,0.000000
0.715272,0.626650,0.300000,0.369649,0.355092,0.299598,0.347708,0.115011,0.403058,0.306799,0.300000,0.000000,0.000000,0.000000,0.000000
0.836675,0.836736,0.200000,0.131147,0.513379,0.474615,0.284676,0.083812,0.557781,0.159189,0.200000,0.000000,0.000000,0.000000,0.000000
0.457457,0.399203,0.400000,0.184834,0.317150,0.253946,0.693832,0.305734,0.475528,0.245188,0.000000,0.000000,0.000000,0.000000,0.000000
0.127274,0.195215,1.000000,0.560478,0.094566,0.000000,0.177287,0.692231,0.140512,0.446391,0.700000,1.000000,0.130451,0.600000,1.000000
0.965128,0.980621,0.200000,0.045561,0.927140,0.998854,0.733522,0.040256,0.853202,0.031403,0.000000,0.000000,0.000000,0.000000,0.000000
0.933534,0.922603,0.000000,0.108784,0.772910,0.826784,0.475614,0.022518,0.946315,0.021054,0.000000,0.000000,0.000000,0.000000,0.000000
0.787445,0.748326,0.000000,0.135713,0.734239,0.805232,0.620857,0.002059,0.919322,0.176076,0.000000,0.000000,0.000000,0.000000,0.000000
0.312009,0.158314,0.000000,0.235583,0.478578,0.497283,0.097686,0.379524,0.370837,0.183986,0.200000,0.000000,0.000000,0.000000,0.000000
